,Description,Category,Meta_Url
2484,The Geocodio Address Formats PHP Sample Code demonstrates how to access the API to format addresses...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-php-sample-code
2485,The Geocodio Address Formats Python Sample Code demonstrates how to access the API to format...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-python-sample-code
2486,The Geocodio Address Formats Ruby Sample Code demonstrates how to format addresses by accessing the...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-ruby-sample-code
2487,The Geocodio Address Formats Curl Sample Code demonstrates how to access the API to format address...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-address-formats-curl-sample-code
2488,The Geocodio Reverse Geocoding Clojure Sample Code demonstrates how to convert latitude and...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-clojure-sample-code
2489,The Geocodio Reverse Geocoding Node.js Sample Code demonstrates how to convert latitude and...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-nodejs-sample-code
2490,The Geocodio Reverse Geocoding PHP Sample Code demonstrates how to access the API to convert...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-php-sample-code
2491,The Geocodio Reverse Geocoding Python Sample Code demonstrates how to use an API Key to access the...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-python-sample-code
2492,The Geocodio Reverse Geocoding Ruby Sample Code demonstrates how to access the API to convert...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-ruby-sample-code
2493,The Geocodio Reverse Geocoding Curl Sample Code demonstrates how to access the API to covtert...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-reverse-geocoding-curl-sample-code
2494,The Woleet Curl Sample Code demonstrates how to create a data anchor to generate a proof of...,Blockchain,https://www.programmableweb.com/sample-source-code/woleet-curl-sample-code
2495,The Messente Number Lookup Curl Sample Code demonstrates how to access the API to create a Messente...,Messaging,https://www.programmableweb.com/sample-source-code/messente-number-lookup-curl-sample-code
2496,The Messente Phonebook Groups Python Sample Code demonstrates how to access the API to list all...,Messaging,https://www.programmableweb.com/sample-source-code/messente-phonebook-groups-python-sample-code
2497,The Messente Phonebook Contacts Curl Sample Code demonstrates how to access the API with username...,Messaging,https://www.programmableweb.com/sample-source-code/messente-phonebook-contacts-curl-sample-code
2498,The Messente Phonebook Contacts C# Sample Code demonstrates how to access the API with username and...,Messaging,https://www.programmableweb.com/sample-source-code/messente-phonebook-contacts-c-sample-code
2499,The Messente Phonebook Contacts Ruby Sample Code demonstrates how to access the API to select...,Messaging,https://www.programmableweb.com/sample-source-code/messente-phonebook-contacts-ruby-sample-code
2500,The Messente Account Balance Python Sample Code demonstrates how to get an account balance as a...,Messaging,https://www.programmableweb.com/sample-source-code/messente-account-balance-python-sample-code
2501,The Messente Pricing Python Sample Code demonstrates how to make JSON imports to fetch prices for a...,Messaging,https://www.programmableweb.com/sample-source-code/messente-pricing-python-sample-code
2502,"This PHP Sample Code demonstrates how to set an API Key to the client, and retrieve an application...",Loyalty,https://www.programmableweb.com/sample-source-code/talonone-get-application-id-php-sample-code
2503,This JavaScript Sample Code demonstrates methods associated with campaigns. The application tests...,Loyalty,https://www.programmableweb.com/sample-source-code/talonone-campaign-test-javascript-sample-code
2504,This JavaScript Sample Code demonstrates account analytics methods. The application creates an...,Loyalty,https://www.programmableweb.com/sample-source-code/talonone-account-analytics-test-javascript-sample-code
2505,This JavaScript Sample Code demonstrates account related methods. The application creates an...,Loyalty,https://www.programmableweb.com/sample-source-code/talonone-account-test-javascript-sample-code
2506,This JavaScript Sample Code demonstrates consumer related methods. The test application performs...,Loyalty,https://www.programmableweb.com/sample-source-code/talonone-consumers-javascript-sample-code
2507,The Geocodio Geocoding Clojure Sample Code demonstrates how to geocode addresses to convert to...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-clojure-sample-code
2508,The Geocodio Geocoding JavaScript Sample Code demonstrates how to implement geocoding to convert...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-javascript-sample-code
2509,The Geocodio Geocoding PHP Sample Code demonstrates how to convert one or more addresses into...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-php-sample-code
2510,The Geocodio Geocoding Python Sample Code demonstrates how to convert one or more addresses into...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-python-sample-code
2511,The Geocodio Geocoding Ruby Sample Code demonstrates how to integrate geocoding features. An...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-ruby-sample-code
2512,The Geocodio Geocoding Curl Sample Code demonstrates how to implement geocoding to convert one or...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-geocoding-curl-sample-code
2513,The Geocodio Authentication Clojure Sample Code demonstrates how to set an API Key in the...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-clojure-sample-code
2514,The Geocodio Authentication JavaScript Sample Code demonstrates how to set an API Key. Developers...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-javascript-sample-code
2515,The Geocodio Authentication PHP Sample Code demonstrates how to set the API Key to authenticate....,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-php-sample-code
2516,The Geocodio Authentication Python Sample Code demonstrates how to set an API Key by importing the...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-python-sample-code
2517,The Geocodio Authentication Ruby Sample Code demonstrates how to set the API Key with the command...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-ruby-sample-code
2518,"The Geocodio Authentication Curl Sample Code demonstrates how to access the API. With curl,...",Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-authentication-curl-sample-code
2519,The Geocodio Curl Sample Code demonstrates how to access the REST API to perform forward and...,Spreadsheets,https://www.programmableweb.com/sample-source-code/geocodio-curl-sample-code
2520,This Python Sample Code includes the logic required to perform refunds in applications connected to...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-create-refund-python-sample-code
2521,This Python Sample Code demonstrates how to change the status of a refund. The test application...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-change-refund-status-python-sample-code
2522,This Python Sample Code demonstrates how to create a subscription and fetch subscription...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-get-recurring-subscription-info-python-sample-code
2523,This Python Sample Code functions as a payout request template. The test application creates a...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-payout-request-python-sample-code
2524,This Python Sample Code demonstrates how to retrieve payment lists. The test app generates payments...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-get-payment-list-python-sample-code
2525,This Python Sample Code demonstrates the logic required to retrieve payment information. The test...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-get-payment-info-python-sample-code
2526,This Python Sample Code demonstrates how to change a payment's status to pending and complete.,Payments,https://www.programmableweb.com/sample-source-code/cardpay-change-payment-status-python-sample-code
2527,This Python Sample Code serves as a template to build refund callback integrations.,Payments,https://www.programmableweb.com/sample-source-code/cardpay-refund-callback-python-sample-code
2528,This Python Sample Code demonstrates standard recurring callback structure. This requires a valid...,Payments,https://www.programmableweb.com/sample-source-code/cardpay-recurring-callback-python-sample-code
